hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"Resort Hotel",1,22,2018,August,33,14,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,266,0,0,Canceled,8/5/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,22,2018,August,33,14,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,"No Deposit",250,NULL,0,Transient,262,0,2,Canceled,8/5/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,11,2018,August,33,15,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,158.4,0,2,Canceled,8/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,80,2018,August,33,15,2,3,2,0,1,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,NULL,0,Transient,208,0,3,Canceled,6/8/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,80,2018,August,33,15,2,3,3,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,183.45,0,1,Canceled,8/5/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,80,2018,August,33,15,2,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,133,0,1,Canceled,8/5/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,77,2018,August,33,15,2,4,3,0,0,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",175,NULL,0,Transient,209.2,0,0,Canceled,6/4/2018,0.3,"Offline TA/TO",21.99,FB
"Resort Hotel",1,68,2018,August,33,15,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,NULL,0,Transient,135,0,0,Canceled,7/21/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,72,2018,August,33,15,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",6,NULL,0,Transient,149,0,0,Canceled,7/8/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,71,2018,August,33,15,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,NULL,0,Transient,135,0,0,Canceled,7/21/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,65,2018,August,33,15,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,NULL,0,Transient,135,0,0,Canceled,6/11/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,98,2018,August,33,15,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,132.6,0,1,Canceled,8/4/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,67,2018,August,33,15,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,NULL,0,Transient,198.71,0,0,Canceled,7/25/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,54,2018,August,33,15,2,5,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,"No Deposit",NULL,NULL,0,Transient,218,0,0,Canceled,7/6/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,78,2018,August,33,15,2,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,186,0,0,Canceled,6/11/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,53,2018,August,33,15,2,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,"No Deposit",NULL,NULL,0,Transient,160,0,0,Canceled,6/25/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,65,2018,August,33,15,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",242,NULL,0,Transient,188.71,0,0,Canceled,7/3/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,47,2018,August,33,15,6,12,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,181.94,0,0,Canceled,7/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,4,2018,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,110,0,Transient,185,0,0,Canceled,8/13/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,12,2018,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",110,NULL,0,Transient,184.45,0,0,Canceled,8/10/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,11,2018,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,110,0,Transient,185,0,0,Canceled,8/11/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,143,2018,August,34,16,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,108.54,0,1,Canceled,3/31/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,99,2018,August,34,16,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,1,Canceled,7/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,22,2018,August,34,16,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,248,0,1,Canceled,8/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,15,2018,August,34,16,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,150.53,0,2,Canceled,8/12/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,66,2018,August,34,16,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,1,Canceled,6/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,55,2018,August,34,16,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",242,NULL,0,Transient,223.99,0,3,Canceled,7/18/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,79,2018,August,34,16,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,0,Canceled,5/30/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,66,2018,August,34,16,3,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,0,Canceled,6/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,151,2018,August,34,16,4,6,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",134,NULL,0,Transient,96.3,0,0,Canceled,5/29/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,54,2018,August,34,16,4,10,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,"No Deposit",250,NULL,0,Transient,175.79,0,0,Canceled,7/20/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,122,2018,August,34,16,4,10,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,6/19/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,132,2018,August,34,17,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,2,Canceled,5/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,98,2018,August,34,17,1,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,149.4,0,0,Canceled,7/29/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,126,2018,August,34,17,1,4,3,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",5,NULL,0,Transient,165.11,0,0,Canceled,4/14/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,97,2018,August,34,17,1,4,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,NULL,0,Transient,209.4,0,0,Canceled,5/13/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,110,2018,August,34,17,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,6/19/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,157,2018,August,34,17,2,5,2,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,187,0,2,Canceled,3/24/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,108,2018,August,34,17,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",149,NULL,0,Transient,133,0,0,Canceled,5/22/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,79,2018,August,34,17,2,5,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",134,NULL,0,Transient,120,0,0,Canceled,7/27/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,116,2018,August,34,17,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",149,NULL,0,Transient-Party,133,0,1,Canceled,5/12/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,93,2018,August,34,17,3,5,2,0,1,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,2,Canceled,8/3/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,87,2018,August,34,17,3,7,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",147,NULL,0,Transient,87.9,0,0,Canceled,7/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,13,2018,August,34,18,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,202,0,1,Canceled,8/7/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,56,2018,August,34,18,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,213,0,1,Canceled,7/31/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,1,2018,August,34,18,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,110,0,Transient,172.55,0,0,Canceled,8/18/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,81,2018,August,34,18,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",250,NULL,0,Transient,179,0,0,Canceled,8/1/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,24,2018,August,34,18,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,236,0,2,Canceled,8/5/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,147,2018,August,34,18,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,1,Canceled,5/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,33,2018,August,34,19,0,4,2,1,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",181,NULL,0,Transient,186.25,0,0,Canceled,7/22/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,23,2018,August,34,19,2,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,NULL,0,Transient,241,0,0,Canceled,8/3/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,23,2018,August,34,19,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,241,0,1,Canceled,8/4/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,29,2018,August,34,19,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,211,0,2,Canceled,8/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,98,2018,August,34,19,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,2,Canceled,7/31/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,82,2018,August,34,19,2,7,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,198,0,0,Canceled,6/18/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,100,2018,August,34,20,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",134,NULL,0,Transient,158.5,0,0,Canceled,8/10/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,56,2018,August,34,20,2,4,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,NULL,0,Transient,222.07,0,0,Canceled,6/30/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,94,2018,August,34,20,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,NULL,0,Transient,229,0,0,Canceled,7/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,58,2018,August,34,20,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",156,NULL,0,Transient,133,0,0,Canceled,7/8/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,18,2018,August,34,21,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,213.5,0,2,Canceled,8/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,95,2018,August,34,21,1,2,1,0,1,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,125,0,1,Canceled,6/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,36,2018,August,34,21,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,178.33,0,1,Canceled,7/17/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,22,2018,August,34,21,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,191,0,3,Canceled,8/10/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,63,2018,August,34,21,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,123.04,0,0,Canceled,7/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,71,2018,August,34,21,2,7,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,118.7,0,0,Canceled,7/20/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,21,2018,August,34,22,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,"No Deposit",NULL,NULL,0,Transient,172,0,0,Canceled,8/19/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,87,2018,August,34,22,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,164,0,0,Canceled,5/29/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,156,2018,August,34,22,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,172,0,2,Canceled,3/24/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,72,2018,August,34,22,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,0,Canceled,6/12/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,68,2018,August,34,22,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,NULL,0,Transient,133,0,0,Canceled,7/9/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,42,2018,August,34,22,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,NULL,0,Transient,177.57,0,0,Canceled,8/10/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,112,2018,August,34,22,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,178,0,2,Canceled,6/2/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,80,2018,August,34,22,3,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,151.89,0,2,Canceled,6/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,72,2018,August,34,22,4,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,148.3,0,0,Canceled,6/12/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,99,2018,August,34,22,2,2,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,166,0,2,Canceled,7/23/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,44,2018,August,34,22,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,151.95,0,1,Canceled,8/13/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,23,2018,August,35,23,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,211,0,2,Canceled,8/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,79,2018,August,35,23,2,3,3,1,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,"No Deposit",250,NULL,0,Transient,259,0,0,Canceled,8/23/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,41,2018,August,35,23,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,164.4,0,0,Canceled,8/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,58,2018,August,35,23,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,0,Canceled,7/2/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,83,2018,August,35,23,2,3,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,NULL,0,Transient,229,0,0,Canceled,7/31/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,64,2018,August,35,23,2,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,194,0,0,Canceled,7/23/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,116,2018,August,35,23,2,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,149.4,0,1,Canceled,7/14/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,33,2018,August,35,23,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,174.71,0,2,Canceled,7/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,127,2018,August,35,23,2,5,2,0,1,HB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,206,0,4,Canceled,8/13/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,78,2018,August,35,23,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,7/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,29,2018,August,35,23,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",NULL,NULL,0,Transient,201.5,0,1,Canceled,7/27/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,31,2018,August,35,23,4,6,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,138.79,0,0,Canceled,8/13/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,9,2018,August,35,23,4,6,1,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,122,0,2,Canceled,8/18/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,35,2018,August,35,24,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,192,0,1,Canceled,7/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,25,2018,August,35,24,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,171.9,0,1,Canceled,8/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,35,2018,August,35,24,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,172,0,2,Canceled,8/13/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,26,2018,August,35,24,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,191,0,2,Canceled,8/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,55,2018,August,35,24,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,148.25,0,2,Canceled,8/3/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,102,2018,August,35,24,1,4,3,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,231.6,0,1,Canceled,6/3/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,33,2018,August,35,24,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,209.6,0,1,Canceled,7/29/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,61,2018,August,35,24,1,5,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,NULL,0,Transient,150.83,0,1,Canceled,6/30/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,89,2018,August,35,24,3,6,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,NULL,0,Transient,129.27,0,1,Canceled,6/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,89,2018,August,35,24,3,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,NULL,0,Transient,129.27,0,1,Canceled,6/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,70,2018,August,35,24,2,5,2,1,1,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,C,C,1,"No Deposit",196,NULL,0,Transient,197.7,0,1,Canceled,6/16/2018,0.3,"Offline TA/TO",21.99,FB
"Resort Hotel",1,54,2018,August,35,24,2,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,"No Deposit",NULL,NULL,0,Transient,196,0,1,Canceled,7/29/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,71,2018,August,35,25,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,0,Canceled,8/4/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,49,2018,August,35,25,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,219.33,0,2,Canceled,7/17/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,50,2018,August,35,25,0,5,2,0,1,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,200.8,0,2,Canceled,8/10/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,74,2018,August,35,25,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,130.2,0,0,Canceled,8/10/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,74,2018,August,35,25,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,189.67,0,0,Canceled,6/12/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,118,2018,August,35,25,2,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,186.13,0,0,Canceled,5/1/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,42,2018,August,35,25,2,6,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,158.38,0,0,Canceled,7/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,77,2018,August,35,25,2,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,NULL,0,Transient,166,0,0,Canceled,7/20/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,84,2018,August,35,25,2,7,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",156,NULL,0,Transient,149,0,0,Canceled,6/8/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,73,2018,August,35,25,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,1,Canceled,6/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,73,2018,August,35,25,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,112.5,0,1,Canceled,6/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,2,2018,August,35,26,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,110,0,Transient,137.7,0,0,Canceled,8/25/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,41,2018,August,35,26,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,173.5,0,3,Canceled,8/10/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,44,2018,August,35,26,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,129.15,0,2,Canceled,7/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,93,2018,August,35,26,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,192.2,0,0,Canceled,7/10/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,106,2018,August,35,26,2,7,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,202.77,0,0,Canceled,5/18/2018,NULL,NULL,12.99,BB
